id,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
568,36,Travel_Rarely,528,Sales,16,3,Marketing,1,4,Female,82,4,2,Sales Executive,2,Married,6385,23452,6,Y,No,14,3,3,80,1,15,3,3,5,2,0,3,0
569,21,Travel_Rarely,903,Research & Development,1,3,Technical Degree,1,3,Female,97,3,1,Research Scientist,4,Single,3544,22002,1,Y,No,16,3,3,80,0,1,2,3,1,0,0,0,0
570,33,Travel_Rarely,653,Research & Development,1,4,Life Sciences,1,2,Male,62,4,2,Healthcare Representative,4,Single,5063,15332,9,Y,No,23,4,3,80,0,12,3,2,6,3,2,4,0
571,34,Travel_Rarely,319,Research & Development,10,3,Medical,1,2,Female,55,3,1,Research Scientist,4,Single,2791,7713,0,Y,Yes,11,3,1,80,0,6,4,3,5,4,0,2,0
572,39,Travel_Rarely,916,Research & Development,3,4,Life Sciences,1,4,Female,65,3,2,Manufacturing Director,4,Divorced,6861,17056,8,Y,Yes,17,3,3,80,1,10,1,3,3,2,0,0,0
573,37,Travel_Frequently,461,Research & Development,6,3,Life Sciences,1,3,Male,44,4,2,Healthcare Representative,1,Married,6274,4284,4,Y,No,25,4,1,80,0,11,4,3,9,6,7,8,1
574,22,Travel_Rarely,1402,Research & Development,1,3,Life Sciences,1,1,Male,80,3,1,Laboratory Technician,4,Single,4025,26342,1,Y,Yes,22,4,3,80,0,3,2,1,3,2,1,2,1
575,40,Travel_Frequently,660,Research & Development,29,4,Life Sciences,1,4,Female,35,3,1,Laboratory Technician,4,Married,3690,8758,3,Y,No,21,4,3,80,1,20,4,3,4,2,1,3,0
576,36,Travel_Rarely,662,Sales,8,3,Life Sciences,1,4,Female,42,2,2,Sales Executive,3,Divorced,5647,13494,1,Y,Yes,16,3,1,80,1,7,3,2,7,7,0,6,0
577,31,Travel_Frequently,589,Research & Development,23,4,Life Sciences,1,3,Female,56,4,2,Laboratory Technician,1,Single,4317,5141,1,Y,No,11,3,1,80,0,10,3,3,10,9,2,7,1
578,50,Travel_Rarely,1261,Sales,2,4,Marketing,1,4,Female,51,4,5,Manager,3,Married,18880,21630,1,Y,No,11,3,4,80,0,31,2,3,31,0,6,8,0
579,48,Travel_Rarely,1445,Research & Development,2,4,Other,1,3,Female,100,3,1,Research Scientist,2,Single,3420,15919,1,Y,No,15,3,1,80,0,6,3,2,6,3,1,5,0
580,46,Non-Travel,1223,Sales,6,3,Marketing,1,3,Female,33,4,5,Manager,3,Married,18172,4652,1,Y,No,21,4,1,80,1,26,2,2,26,14,12,7,0
581,34,Travel_Frequently,1480,Research & Development,28,3,Medical,1,4,Male,59,3,1,Laboratory Technician,3,Single,2439,11825,1,Y,Yes,16,3,3,80,0,6,4,3,5,2,1,3,0
582,32,Travel_Rarely,706,Sales,7,3,Life Sciences,1,1,Female,78,3,2,Sales Executive,4,Divorced,5769,23447,1,Y,No,12,3,4,80,1,10,5,2,10,7,2,8,0
583,28,Travel_Rarely,1091,Research & Development,1,4,Medical,1,2,Male,60,3,1,Research Scientist,3,Single,2044,18775,0,Y,No,14,3,4,80,0,4,4,3,3,2,1,2,0
584,28,Travel_Rarely,438,Research & Development,3,2,Other,1,4,Male,50,3,1,Laboratory Technician,1,Single,2785,17089,0,Y,Yes,15,3,3,80,0,4,2,3,3,2,1,2,0
585,24,Travel_Rarely,575,Sales,2,1,Life Sciences,1,4,Female,42,3,2,Sales Executive,4,Single,4465,6152,1,Y,No,13,3,1,80,0,5,3,3,5,4,1,3,0
586,38,Travel_Rarely,1245,Sales,9,2,Medical,1,1,Male,42,4,2,Sales Executive,3,Married,6932,12355,1,Y,No,16,3,4,80,1,10,3,2,10,8,0,7,0
587,51,Travel_Frequently,397,Human Resources,2,5,Life Sciences,1,4,Male,91,1,5,Manager,4,Married,19068,15682,0,Y,No,13,3,2,80,0,34,3,3,33,10,4,13,0
588,43,Travel_Rarely,1092,Research & Development,3,3,Medical,1,3,Male,83,3,1,Laboratory Technician,4,Married,3180,3339,2,Y,No,12,3,3,80,1,7,3,3,5,3,0,2,0
589,39,Travel_Rarely,933,Research & Development,26,4,Life Sciences,1,3,Male,42,3,2,Research Scientist,4,Married,5433,3140,7,Y,No,18,3,4,80,1,19,3,2,11,9,6,8,0
590,38,Travel_Frequently,995,Research & Development,1,3,Medical,1,4,Male,75,3,1,Research Scientist,2,Married,2370,12290,0,Y,No,11,3,4,80,1,3,3,3,2,2,2,1,0
591,35,Travel_Frequently,855,Sales,18,4,Marketing,1,4,Female,41,2,2,Sales Executive,3,Married,5258,8346,2,Y,Yes,24,4,2,80,1,8,3,2,5,4,0,3,0
592,34,Travel_Rarely,1112,Research & Development,2,3,Technical Degree,1,3,Male,97,2,1,Research Scientist,1,Divorced,2075,16734,1,Y,No,14,3,4,80,1,1,3,2,1,0,0,0,0
593,37,Travel_Frequently,874,Research & Development,11,3,Medical,1,3,Male,82,3,1,Research Scientist,4,Married,2145,17616,4,Y,Yes,14,3,4,80,1,8,3,3,6,3,0,3,0
594,46,Travel_Rarely,928,Research & Development,18,5,Life Sciences,1,4,Male,92,2,1,Laboratory Technician,4,Single,2506,5456,4,Y,No,15,3,3,80,0,7,3,3,2,2,2,2,0
595,32,Travel_Frequently,949,Research & Development,20,3,Technical Degree,1,4,Male,51,3,1,Laboratory Technician,3,Married,3743,13257,1,Y,No,18,3,3,80,3,10,2,3,10,7,0,7,0
596,34,Travel_Rarely,857,Research & Development,3,2,Life Sciences,1,1,Male,84,4,1,Research Scientist,3,Divorced,2741,10333,8,Y,Yes,15,3,1,80,1,4,2,3,3,2,1,2,0
597,28,Travel_Rarely,334,Human Resources,2,3,Technical Degree,1,1,Male,73,3,1,Human Resources,1,Single,2778,19332,1,Y,No,19,3,3,80,0,1,4,3,1,0,0,0,0
598,29,Non-Travel,882,Sales,28,1,Medical,1,2,Female,98,3,2,Sales Executive,4,Divorced,5296,20689,1,Y,No,13,3,3,80,1,5,2,4,5,3,0,3,0
599,27,Travel_Rarely,1372,Sales,4,3,Marketing,1,2,Female,95,2,3,Sales Executive,1,Divorced,9985,9262,1,Y,Yes,13,3,2,80,1,6,3,3,5,3,0,4,0
600,39,Travel_Rarely,601,Sales,10,4,Marketing,1,1,Male,77,3,4,Manager,4,Married,15402,8392,0,Y,No,13,3,1,80,1,22,3,3,21,6,11,10,0
601,34,Travel_Rarely,337,Sales,2,4,Life Sciences,1,1,Female,63,3,2,Sales Executive,1,Single,6782,8232,5,Y,No,19,3,3,80,0,12,2,2,0,0,0,0,0
602,31,Travel_Rarely,746,Sales,10,2,Life Sciences,1,4,Male,87,1,1,Sales Representative,3,Divorced,2496,9150,1,Y,No,14,3,3,80,0,1,2,2,1,0,0,0,1
603,36,Travel_Rarely,1369,Research & Development,12,3,Medical,1,3,Male,76,2,1,Research Scientist,2,Married,3646,26999,6,Y,No,17,3,1,80,2,15,3,4,1,0,0,0,1
604,37,Travel_Rarely,465,Research & Development,2,3,Medical,1,4,Male,32,3,1,Laboratory Technician,1,Single,3196,8306,1,Y,No,12,3,4,80,0,8,2,3,6,0,0,6,0
605,29,Travel_Rarely,896,Research & Development,9,1,Medical,1,3,Male,76,3,1,Laboratory Technician,3,Single,2451,14369,1,Y,Yes,13,3,1,80,0,6,2,3,5,3,4,4,1
606,35,Travel_Rarely,930,Research & Development,1,4,Life Sciences,1,4,Male,92,2,3,Healthcare Representative,3,Married,10685,25755,3,Y,No,18,3,2,80,1,17,2,3,7,7,0,1,0
607,44,Travel_Rarely,444,Research & Development,8,3,Life Sciences,1,4,Male,72,2,2,Laboratory Technician,1,Single,3633,22908,4,Y,No,22,4,1,80,0,9,2,3,5,2,0,4,0
608,40,Travel_Rarely,920,Research & Development,26,2,Medical,1,4,Female,51,3,2,Manufacturing Director,3,Married,5066,7102,0,Y,No,14,3,3,80,1,21,2,3,20,7,2,7,0
609,33,Travel_Rarely,1115,Research & Development,8,4,Medical,1,4,Female,32,2,2,Manufacturing Director,3,Single,5993,19345,1,Y,No,12,3,1,80,0,7,3,2,7,1,7,6,0
610,40,Non-Travel,1360,Research & Development,25,4,Life Sciences,1,3,Female,72,4,3,Healthcare Representative,3,Divorced,7510,6689,5,Y,No,13,3,3,80,3,18,2,3,1,0,0,0,0
611,23,Travel_Rarely,303,Research & Development,3,3,Life Sciences,1,2,Female,100,2,1,Research Scientist,3,Married,2220,24223,1,Y,Yes,13,3,1,80,0,1,2,3,1,0,0,0,1
612,40,Travel_Rarely,1389,Research & Development,5,3,Life Sciences,1,2,Female,57,3,5,Research Director,1,Married,19436,15891,5,Y,Yes,14,3,3,80,1,21,2,3,18,10,1,11,0
613,30,Travel_Rarely,495,Research & Development,1,4,Medical,1,1,Female,41,3,2,Research Scientist,4,Married,5855,17491,7,Y,No,14,3,3,80,2,9,2,2,6,1,0,4,0
614,33,Travel_Rarely,119,Sales,1,3,Medical,1,3,Male,51,4,2,Sales Executive,2,Married,4327,10205,0,Y,No,14,3,4,80,1,5,3,3,4,2,0,2,0
615,29,Travel_Rarely,1480,Research & Development,6,4,Medical,1,3,Male,48,3,2,Healthcare Representative,2,Married,6538,20003,0,Y,No,11,3,3,80,1,7,3,3,6,3,1,5,0
616,44,Non-Travel,688,Research & Development,6,2,Life Sciences,1,2,Female,42,3,2,Research Scientist,4,Married,4319,5288,9,Y,No,12,3,4,80,1,9,2,3,5,2,1,4,0
617,43,Travel_Rarely,1378,Research & Development,8,3,Medical,1,3,Male,75,2,4,Research Director,2,Married,17169,23371,3,Y,No,14,3,3,80,0,25,2,3,20,18,12,7,0
618,19,Travel_Rarely,428,Sales,7,2,Marketing,1,4,Male,56,3,1,Sales Representative,1,Single,2319,25479,1,Y,Yes,17,3,2,80,0,1,3,3,1,0,0,0,0
619,32,Travel_Frequently,1111,Research & Development,5,3,Medical,1,3,Female,34,3,3,Manufacturing Director,3,Single,9998,19293,4,Y,No,18,3,3,80,0,9,2,3,3,2,0,2,0
620,42,Travel_Rarely,809,Research & Development,28,3,Life Sciences,1,3,Female,87,3,2,Manufacturing Director,3,Married,6861,16998,4,Y,No,17,3,3,80,1,18,3,3,1,0,0,0,0
621,29,Travel_Rarely,1329,Research & Development,18,1,Life Sciences,1,4,Male,91,2,1,Laboratory Technician,4,Divorced,2610,25751,1,Y,No,17,3,1,80,2,1,3,2,1,0,0,0,0
622,44,Travel_Rarely,1252,Research & Development,26,1,Medical,1,1,Male,94,2,3,Healthcare Representative,3,Married,10748,4605,0,Y,No,25,4,1,80,1,24,1,3,20,17,3,13,0
623,31,Travel_Rarely,498,Research & Development,1,3,Life Sciences,1,1,Male,35,3,1,Laboratory Technician,2,Single,1261,15232,1,Y,No,19,3,2,80,0,1,2,4,1,0,0,0,0
624,35,Travel_Frequently,552,Research & Development,7,3,Medical,1,1,Female,52,3,2,Research Scientist,1,Divorced,4223,10950,7,Y,Yes,12,3,4,80,1,15,3,2,11,9,8,7,0
625,41,Travel_Rarely,1194,Human Resources,1,4,Life Sciences,1,4,Female,87,2,1,Human Resources,3,Single,3102,4257,1,Y,No,13,3,2,80,0,8,3,3,8,2,0,6,0
626,37,Travel_Rarely,430,Research & Development,28,4,Medical,1,1,Female,52,2,2,Healthcare Representative,1,Married,5605,21519,5,Y,No,12,3,4,80,2,7,2,3,5,2,0,2,0
627,35,Travel_Rarely,1373,Research & Development,6,2,Life Sciences,1,4,Male,63,3,1,Laboratory Technician,2,Divorced,2587,7679,1,Y,No,19,3,3,80,1,5,2,3,4,3,0,0,0
628,25,Travel_Frequently,726,Research & Development,29,1,Life Sciences,1,4,Female,96,3,1,Research Scientist,3,Single,3445,23779,2,Y,No,12,3,2,80,0,5,4,3,3,2,0,2,0
629,25,Travel_Rarely,678,Research & Development,18,2,Life Sciences,1,4,Male,51,3,1,Research Scientist,4,Single,2935,22887,0,Y,No,13,3,4,80,0,3,4,3,2,2,2,2,1
630,26,Travel_Rarely,1277,Sales,10,2,Marketing,1,4,Male,86,1,2,Sales Executive,1,Married,4105,4681,1,Y,No,12,3,1,80,1,4,3,3,4,2,1,2,0
631,29,Travel_Rarely,1391,Research & Development,4,3,Life Sciences,1,1,Female,51,1,1,Research Scientist,4,Single,2859,19373,6,Y,No,14,3,2,80,0,7,3,3,4,2,0,1,1
632,38,Travel_Rarely,797,Research & Development,1,1,Medical,1,4,Male,83,3,2,Healthcare Representative,4,Married,5405,7501,3,Y,No,20,4,3,80,1,17,3,2,4,3,0,3,0
633,42,Travel_Rarely,216,Research & Development,24,3,Technical Degree,1,3,Male,50,3,3,Healthcare Representative,1,Single,10422,10735,1,Y,Yes,11,3,4,80,0,23,4,3,22,3,13,14,1
634,31,Non-Travel,177,Research & Development,7,4,Medical,1,1,Male,93,2,1,Research Scientist,3,Divorced,2559,16374,3,Y,No,20,4,3,80,2,8,5,2,2,2,2,2,0
635,52,Travel_Rarely,1354,Research & Development,4,3,Life Sciences,1,3,Male,93,3,1,Laboratory Technician,1,Single,2580,5151,2,Y,No,19,3,3,80,0,9,2,3,5,4,0,2,1
636,49,Travel_Rarely,1452,Research & Development,11,4,Other,1,4,Male,82,3,3,Manufacturing Director,2,Married,7655,23402,3,Y,No,14,3,3,80,1,29,2,3,8,7,7,7,0
637,29,Travel_Rarely,1125,Research & Development,25,3,Medical,1,2,Female,61,2,1,Laboratory Technician,2,Married,3691,19271,3,Y,No,22,4,4,80,1,10,2,2,7,7,0,7,0
638,27,Travel_Rarely,930,Sales,3,3,Life Sciences,1,1,Male,78,3,2,Sales Executive,3,Married,9526,13384,4,Y,No,15,3,4,80,0,6,5,3,1,0,0,0,0
639,34,Travel_Rarely,1443,Research & Development,8,4,Life Sciences,1,3,Female,72,2,1,Research Scientist,1,Married,2810,14871,1,Y,No,21,4,1,80,1,10,2,2,10,5,1,9,0
640,32,Travel_Frequently,1112,Research & Development,8,4,Life Sciences,1,3,Male,50,3,2,Laboratory Technician,4,Married,3069,12313,1,Y,No,11,3,4,80,1,10,2,3,10,7,0,9,0
641,53,Travel_Frequently,1327,Research & Development,1,4,Life Sciences,1,4,Male,45,4,2,Research Scientist,3,Divorced,5295,21981,4,Y,No,18,3,3,80,1,13,3,3,6,4,1,2,0
642,46,Travel_Rarely,1354,Research & Development,14,5,Medical,1,3,Male,95,3,2,Research Scientist,2,Married,3102,12477,9,Y,Yes,11,3,3,80,1,17,0,2,17,14,4,11,0
643,27,Travel_Frequently,966,Research & Development,7,2,Life Sciences,1,4,Female,98,1,3,Manufacturing Director,3,Single,9981,5860,8,Y,Yes,12,3,4,80,0,9,0,3,4,3,0,3,1
644,36,Travel_Rarely,465,Research & Development,10,4,Life Sciences,1,2,Female,84,3,2,Manufacturing Director,4,Married,4877,4257,4,Y,No,13,3,3,80,1,7,1,3,3,2,0,2,0
645,41,Travel_Rarely,1382,Research & Development,1,2,Life Sciences,1,1,Male,40,3,3,Healthcare Representative,1,Single,7969,13554,7,Y,No,21,4,3,80,0,10,2,4,8,3,0,7,0
646,24,Travel_Rarely,1300,Research & Development,5,1,Life Sciences,1,4,Female,32,3,1,Laboratory Technician,4,Married,3140,7324,1,Y,Yes,15,3,1,80,1,4,3,3,4,0,0,0,1
647,31,Non-Travel,1229,Research & Development,21,3,Life Sciences,1,1,Male,74,4,1,Laboratory Technician,3,Married,2647,19246,0,Y,Yes,19,3,1,80,1,6,3,4,5,4,0,4,0
648,27,Travel_Rarely,1252,Research & Development,2,1,Life Sciences,1,3,Male,64,3,2,Manufacturing Director,1,Married,5770,10735,1,Y,No,18,3,2,80,2,6,2,3,6,3,0,3,0
649,41,Non-Travel,1398,Sales,10,4,Life Sciences,1,4,Male,96,3,1,Sales Representative,2,Married,2821,4821,7,Y,No,11,3,3,80,1,23,3,3,22,8,6,7,0
650,38,Travel_Rarely,1234,Research & Development,2,2,Life Sciences,1,2,Female,94,2,2,Manufacturing Director,4,Married,5208,15869,0,Y,No,11,3,1,80,1,12,2,2,11,8,3,10,0
651,30,Travel_Rarely,983,Sales,7,3,Medical,1,4,Male,99,4,3,Sales Executive,3,Single,7644,16130,1,Y,No,14,3,4,80,0,15,3,2,15,12,5,10,0
652,50,Travel_Rarely,1091,Sales,2,3,Marketing,1,2,Male,79,3,3,Sales Executive,4,Divorced,10761,2561,2,Y,No,12,3,3,80,1,19,5,3,4,3,0,2,0
653,36,Travel_Rarely,945,Research & Development,13,2,Medical,1,4,Male,40,3,4,Research Director,1,Married,15686,7259,8,Y,No,16,3,2,80,1,22,3,3,17,12,15,15,0
654,38,Travel_Rarely,1462,Sales,2,2,Medical,1,1,Male,82,2,2,Sales Executive,2,Married,5577,25949,4,Y,No,19,3,3,80,1,10,2,4,6,4,0,3,0
655,37,Travel_Frequently,201,Research & Development,2,2,Medical,1,1,Male,98,3,3,Research Director,2,Divorced,12185,12315,0,Y,Yes,13,3,4,80,2,18,2,3,17,13,6,10,0
656,19,Travel_Rarely,1258,Sales,24,3,Medical,1,2,Male,73,2,1,Sales Representative,3,Single,1091,15881,1,Y,No,14,3,2,80,0,1,3,3,1,0,0,0,1
657,39,Travel_Frequently,1189,Sales,2,3,Medical,1,1,Male,98,3,2,Sales Executive,4,Married,5390,13596,5,Y,No,13,3,1,80,1,13,2,3,9,6,1,8,0
658,31,Travel_Rarely,1398,Research & Development,2,4,Medical,1,3,Male,35,3,1,Research Scientist,4,Single,2660,6153,0,Y,No,18,3,4,80,0,3,2,3,2,2,2,2,0
659,23,Travel_Rarely,667,Research & Development,5,1,Life Sciences,1,3,Male,96,1,1,Laboratory Technician,4,Married,15202,16154,1,Y,Yes,13,3,4,80,2,4,2,4,3,2,0,2,1
660,28,Non-Travel,302,Sales,5,5,Marketing,1,3,Female,44,2,2,Sales Executive,4,Single,5304,24118,6,Y,Yes,13,3,3,80,0,7,2,2,1,0,0,0,1
661,49,Non-Travel,950,Research & Development,5,3,Medical,1,1,Male,73,3,2,Manufacturing Director,4,Divorced,5957,4161,2,Y,No,20,4,4,80,2,18,2,2,16,13,1,9,0
662,29,Travel_Rarely,350,Research & Development,8,3,Life Sciences,1,2,Male,57,4,1,Research Scientist,4,Divorced,2272,25258,4,Y,No,16,3,1,80,1,7,3,3,5,3,0,4,0
663,39,Travel_Rarely,933,Research & Development,14,3,Life Sciences,1,3,Female,84,3,3,Manufacturing Director,4,Single,9613,4223,0,Y,No,11,3,4,80,0,9,2,3,8,3,7,1,0
664,21,Travel_Frequently,996,Research & Development,1,1,Other,1,2,Female,51,3,1,Research Scientist,3,Single,2694,26551,1,Y,No,18,3,3,80,0,1,3,3,1,0,0,0,1
665,51,Travel_Rarely,1127,Research & Development,2,4,Life Sciences,1,4,Male,45,2,1,Laboratory Technician,4,Single,2207,10557,2,Y,No,20,4,3,80,0,12,5,3,7,6,5,7,1
666,47,Non-Travel,147,Research & Development,3,3,Life Sciences,1,4,Male,81,3,4,Manager,1,Single,15202,17000,9,Y,Yes,16,3,4,80,0,26,2,4,6,5,0,3,0
667,46,Travel_Rarely,1362,Research & Development,18,3,Medical,1,3,Male,56,4,3,Manufacturing Director,4,Married,7978,14075,2,Y,No,11,3,4,80,0,23,2,4,2,2,2,2,0
668,37,Travel_Rarely,472,Research & Development,11,3,Technical Degree,1,3,Male,83,3,1,Research Scientist,3,Married,3629,8952,1,Y,Yes,13,3,3,80,1,8,2,3,8,7,3,5,0
669,47,Travel_Rarely,827,Sales,2,4,Marketing,1,3,Male,41,3,2,Sales Executive,3,Single,6877,3156,7,Y,Yes,14,3,2,80,0,10,3,3,8,0,7,6,1
670,36,Travel_Rarely,1445,Research & Development,3,2,Life Sciences,1,4,Male,95,3,2,Research Scientist,3,Married,4284,11737,2,Y,No,17,3,3,80,1,8,4,3,3,2,0,2,0
671,31,Travel_Rarely,117,Sales,9,3,Medical,1,4,Male,78,3,2,Sales Executive,4,Divorced,5228,14394,1,Y,No,22,4,1,80,1,13,2,3,13,9,4,8,0
672,36,Travel_Rarely,658,Research & Development,4,3,Life Sciences,1,3,Male,41,3,1,Research Scientist,4,Divorced,2559,11162,8,Y,No,23,4,1,80,2,4,2,2,1,0,0,0,0
673,40,Travel_Rarely,465,Sales,2,1,Life Sciences,1,3,Male,56,3,4,Manager,4,Single,16606,23016,1,Y,No,14,3,4,80,0,21,3,2,21,18,11,7,0
674,40,Travel_Frequently,890,Research & Development,5,3,Life Sciences,1,1,Male,44,1,1,Research Scientist,2,Single,2154,6208,8,Y,Yes,14,3,3,80,0,6,3,2,4,3,1,3,1
675,52,Travel_Rarely,574,Research & Development,5,4,Medical,1,2,Female,42,3,5,Research Director,2,Married,19859,13938,2,Y,No,13,3,3,80,1,31,2,2,30,9,9,9,0
676,20,Travel_Rarely,458,Sales,21,2,Life Sciences,1,1,Male,55,3,1,Sales Representative,2,Single,2096,2727,1,Y,No,16,3,4,80,0,1,3,1,1,0,0,0,0
677,49,Travel_Rarely,141,Research & Development,8,3,Medical,1,1,Male,79,3,4,Research Director,4,Single,17328,17363,3,Y,Yes,18,3,2,80,0,22,2,3,19,7,6,8,0
678,47,Travel_Rarely,252,Research & Development,27,3,Medical,1,2,Male,96,3,3,Research Scientist,3,Single,13245,15696,7,Y,No,14,3,4,80,0,17,2,1,5,2,1,3,0
679,29,Travel_Frequently,977,Research & Development,2,2,Life Sciences,1,1,Female,77,3,2,Manufacturing Director,3,Divorced,4364,5288,3,Y,No,15,3,4,80,1,11,3,1,2,2,2,1,0
680,29,Travel_Rarely,1435,Research & Development,23,3,Life Sciences,1,4,Male,84,2,1,Research Scientist,4,Single,3867,10205,3,Y,No,14,3,3,80,0,4,1,2,2,2,2,2,0
681,26,Travel_Rarely,1485,Research & Development,3,3,Medical,1,2,Female,67,3,1,Research Scientist,3,Divorced,2725,22650,0,Y,No,14,3,2,80,1,8,1,3,8,7,1,2,0
682,21,Travel_Rarely,447,Research & Development,17,1,Life Sciences,1,4,Male,98,3,1,Research Scientist,4,Married,2936,16374,1,Y,Yes,13,3,3,80,0,4,3,2,4,1,0,2,0
683,28,Travel_Frequently,891,Research & Development,1,3,Life Sciences,1,3,Male,49,4,2,Research Scientist,2,Married,4787,23159,0,Y,No,13,3,2,80,0,4,2,3,3,2,0,2,0
684,34,Travel_Rarely,849,Research & Development,2,3,Life Sciences,1,3,Male,39,3,1,Research Scientist,3,Married,2044,15850,1,Y,No,21,4,2,80,3,1,3,3,1,0,0,0,0
685,27,Travel_Rarely,672,Research & Development,6,2,Other,1,3,Male,41,2,2,Healthcare Representative,3,Married,6347,9489,0,Y,No,12,3,3,80,0,9,3,3,8,7,7,7,0
686,29,Travel_Rarely,352,Research & Development,3,3,Life Sciences,1,1,Male,59,2,1,Research Scientist,3,Single,2008,14561,1,Y,No,11,3,3,80,0,1,3,3,1,0,0,0,1
687,35,Travel_Rarely,984,Research & Development,2,4,Other,1,2,Male,81,4,2,Laboratory Technician,2,Married,4037,7246,0,Y,No,15,3,4,80,1,12,3,3,9,7,7,7,0
688,33,Travel_Rarely,1355,Sales,4,5,Marketing,1,3,Female,86,3,2,Sales Executive,4,Married,6134,8489,1,Y,No,13,3,2,80,0,14,5,3,14,7,0,9,0
689,58,Travel_Frequently,329,Research & Development,7,3,Life Sciences,1,4,Male,86,2,1,Research Scientist,4,Married,2387,26537,4,Y,No,14,3,4,80,1,12,2,2,8,7,2,7,0
690,44,Travel_Rarely,1117,Research & Development,1,4,Medical,1,1,Female,63,3,1,Laboratory Technician,4,Married,3294,21509,3,Y,Yes,14,3,3,80,1,10,1,3,6,5,1,3,0
691,38,Travel_Rarely,885,Research & Development,9,1,Life Sciences,1,4,Female,60,4,1,Laboratory Technician,4,Married,3067,16031,3,Y,No,13,3,4,80,1,8,2,3,6,3,1,2,0
692,25,Travel_Rarely,1117,Research & Development,1,2,Medical,1,4,Male,95,3,2,Manufacturing Director,1,Married,5993,22573,1,Y,Yes,12,3,4,80,0,6,2,2,6,7,1,5,0
693,29,Travel_Rarely,427,Research & Development,10,4,Medical,1,2,Male,94,3,1,Laboratory Technician,2,Divorced,2313,10205,2,Y,No,20,4,3,80,1,7,4,3,2,1,2,2,0
694,35,Travel_Rarely,921,Research & Development,8,2,Medical,1,2,Female,92,2,2,Manufacturing Director,4,Divorced,4877,17205,4,Y,No,20,4,3,80,1,5,2,3,3,2,2,2,0
695,37,Travel_Rarely,621,Research & Development,12,4,Medical,1,3,Male,62,3,2,Healthcare Representative,3,Married,6928,636,4,Y,Yes,15,3,2,80,1,13,3,4,7,7,7,7,0
696,26,Non-Travel,1168,Research & Development,2,3,Life Sciences,1,4,Male,56,3,2,Laboratory Technician,4,Married,5772,20440,0,Y,No,18,3,2,80,0,10,3,2,9,7,0,7,0
697,33,Travel_Rarely,653,Research & Development,1,3,Life Sciences,1,1,Female,54,3,2,Research Scientist,4,Single,4447,9752,0,Y,No,14,3,3,80,0,9,0,3,7,2,0,7,0
698,35,Travel_Rarely,559,Sales,19,3,Marketing,1,4,Female,74,3,1,Sales Representative,1,Married,3117,2253,1,Y,No,14,3,4,80,1,3,3,3,3,2,0,2,0
699,37,Non-Travel,809,Sales,15,3,Medical,1,3,Male,52,3,2,Sales Executive,1,Divorced,4648,18787,4,Y,No,14,3,4,80,1,4,2,3,1,0,0,0,0
700,55,Travel_Rarely,989,Sales,5,4,Medical,1,4,Female,78,3,2,Sales Executive,2,Single,6244,7824,7,Y,No,12,3,3,80,0,9,2,3,6,4,1,4,0
701,29,Travel_Rarely,878,Research & Development,15,2,Life Sciences,1,2,Male,73,3,3,Manufacturing Director,3,Married,8722,14363,1,Y,No,14,3,2,80,1,10,2,3,10,9,1,7,0
702,29,Travel_Rarely,575,Research & Development,5,3,Medical,1,3,Female,83,3,1,Research Scientist,1,Married,2451,15170,0,Y,No,14,3,4,80,1,4,0,3,3,2,1,2,0
703,42,Travel_Frequently,630,Research & Development,28,4,Medical,1,4,Female,59,3,4,Manager,3,Divorced,16885,22604,2,Y,No,11,3,4,80,1,24,2,2,20,8,4,7,0
704,28,Travel_Rarely,775,Research & Development,2,3,Other,1,3,Female,51,3,1,Laboratory Technician,1,Single,3629,18103,1,Y,No,11,3,4,80,0,3,3,2,3,2,0,2,0
705,37,Travel_Rarely,130,Research & Development,25,4,Life Sciences,1,2,Male,56,4,2,Healthcare Representative,4,Married,9715,12368,3,Y,Yes,14,3,4,80,1,16,2,3,0,0,0,0,0
706,41,Travel_Frequently,750,Research & Development,20,4,Medical,1,1,Male,51,3,5,Manager,2,Married,19537,3835,2,Y,No,13,3,3,80,1,10,4,4,5,2,2,3,0
707,54,Travel_Rarely,1096,Research & Development,7,2,Medical,1,4,Female,62,3,3,Healthcare Representative,4,Married,10496,13888,2,Y,Yes,19,3,2,80,1,24,3,3,5,3,0,3,0
708,26,Travel_Rarely,806,Research & Development,1,1,Technical Degree,1,4,Female,84,3,1,Research Scientist,3,Married,2559,17802,0,Y,No,12,3,4,80,1,8,2,3,7,7,6,7,0
709,25,Travel_Rarely,984,Research & Development,1,1,Medical,1,3,Male,75,3,1,Laboratory Technician,3,Single,2074,7108,1,Y,No,13,3,4,80,0,5,3,3,5,0,0,2,0
710,44,Travel_Frequently,1319,Research & Development,8,1,Life Sciences,1,2,Female,67,3,4,Manufacturing Director,3,Single,13341,22930,5,Y,No,19,3,4,80,0,29,3,3,22,8,4,10,0
